Player Name,Total Clubs Played For,Clubs Played For
Gianluigi C. Rossi,6,"AC Milan, Santos, Inter Miami, Atlanta United, Olympiacos, Sporting CP"
Amir Meyer,6,"VfL Wolfsburg, Atletico Madrid, Al-Ahli, Lyon, Chelsea, Inter Milan"
Julian K. Alvarez,4,"Shakhtar Donetsk, Borussia Dortmund, Eintracht Frankfurt, Ajax"
Kenji M. Müller,6,"Liverpool, Dynamo Kyiv, Celtic, Torino, Galatasaray, Tottenham Hotspur"
Lorenzo N. Fernandez,2,"Sporting CP, Chelsea"
Leonardo K. Schulz,6,"Corinthians, Athletic Bilbao, VfL Wolfsburg, Real Madrid, Fluminense, Grêmio"
Iker N. Rossi,2,"LA Galaxy, Fenerbahce"
Kwan C. Ferrari,3,"Real Sociedad, Lille, Grêmio"
Ethan R. Ricci,3,"Al-Hilal, Paris Saint-Germain, Fenerbahce"
Sven R. Leroy,3,"Borussia Dortmund, Rennes, Santos"
Bernardo M. Moreau,6,"Schalke 04, AC Milan, Marseille, Boca Juniors, Nice, Real Sociedad"
Cody A. Simon,7,"SS Lazio, Newcastle United, RB Leipzig, Inter Miami, Real Madrid, Flamengo, Dynamo Kyiv"
Elias D. Garcia,6,"Manchester United, Aston Villa, Besiktas, Bologna, Corinthians, Bayer Leverkusen"
Ivan T. De Bruyne,1,Monaco
Kevin R. Alvarez,3,"Al-Ahli, AC Milan, Inter Milan"
Julian M. Gonzales,5,"Grêmio, Manchester United, Borussia Dortmund, Athletic Bilbao, SS Lazio"
Xavi F. Sanchez,7,"Tottenham Hotspur, Villarreal, Corinthians, Olympiacos, Marseille, Rangers, Bayern Munich"
Andrei E. Flores,1,Real Madrid
Santiago D. Rodriguez,7,"AC Milan, Inter Milan, Fluminense, Atlanta United, Everton, Besiktas, Arsenal"
Romelu M. Jansen,4,"Bologna, Boca Juniors, Fenerbahce, Sporting CP"
Ciro P. Simon,3,"Chelsea, Shakhtar Donetsk, Juventus"
Dimitri M. De Bruyne,7,"Borussia Dortmund, Atalanta, São Paulo, Eintracht Frankfurt, Liverpool, Real Betis, Rennes"
Romelu F. Martinez,2,"Everton, Al-Ahli"
Gabriel A. Moreno,4,"Inter Milan, Paris Saint-Germain, Manchester United, Getafe"
Romelu R. Garcia,5,"AC Milan, Chelsea, Besiktas, Inter Miami, Inter Milan"
Ethan T. Müller,5,"BRAGA, Benfica, Athletic Bilbao, Tottenham Hotspur, AC Milan"
Daniel G. Sanchez,1,Al-Ahli
Nicolas B. Nieuwenhuis,6,"Sporting CP, Tottenham Hotspur, Feyenoord, Brighton & Hove Albion, Celtic, AS Roma"
Leonardo G. Laurent,1,São Paulo
Youssef S. Dubois,5,"Bologna, Atlanta United, Juventus, Lyon, Rangers"
Ethan B. Martinez,6,"Borussia Mönchengladbach, FC Porto, Fluminense, Rangers, Besiktas, Bayer Leverkusen"
Oliver P. Laurent,6,"Borussia Mönchengladbach, Marseille, Schalke 04, Al-Nassr, BRAGA, Shakhtar Donetsk"
Frenkie J. Davies,5,"Monaco, Athletic Bilbao, SS Lazio, Barcelona, Villarreal"
Leonardo L. Sanchez,3,"Arsenal, Napoli, Borussia Dortmund"
Dominik T. Rojas,1,Fenerbahce
Arthur K. Flores,1,Corinthians
Sandro B. Alvarez,2,"Dynamo Kyiv, Liverpool"
Noah A. David,4,"Villarreal, Al-Ittihad, Fenerbahce, Lille"
João M. Moreno,4,"Valencia, Al-Nassr, VfL Wolfsburg, Nice"
Amir P. Williams,7,"Fiorentina, Atalanta, Celtic, Bologna, RB Leipzig, Feyenoord, Paris Saint-Germain"
Josko R. Schneider,2,"Bayer Leverkusen, Celtic"
Hiroshi T. Perez,3,"Manchester United, Celtic, RB Leipzig"
Frenkie H. Schulz,3,"Fluminense, Schalke 04, Valencia"
Ethan V. Schulz,2,"Rennes, Villarreal"
Federico S. Lopez,1,BRAGA
Cody V. Michel,3,"Feyenoord, Getafe, West Ham United"
Oliver E. Becker,7,"River Plate, Borussia Dortmund, Corinthians, Real Madrid, RB Leipzig, Al-Ittihad, Lyon"
Julian T. Michel,2,"Napoli, Borussia Mönchengladbach"
Frenkie H. Santos,7,"Celtic, RB Leipzig, Sevilla, Flamengo, Paris Saint-Germain, SS Lazio, River Plate"
Amir C. Bakker,6,"Fiorentina, Rangers, FC Porto, Sporting CP, Celtic, Barcelona"
Diogo E. Nieuwenhuis,5,"Al-Hilal, Sporting CP, Grêmio, Besiktas, AS Roma"
Mateo D. Weber,6,"Marseille, Getafe, Al-Ahli, Real Madrid, AS Roma, Shakhtar Donetsk"
Diogo F. Colombo,5,"Juventus, Santos, West Ham United, Paris Saint-Germain, Feyenoord"
Adrian Colombo,3,"Bologna, Atalanta, Lille"
Oluwaseun F. Weber,6,"Palmeiras, Rangers, Fenerbahce, Liverpool, RB Leipzig, FC Porto"
Josko V. Silva,5,"Napoli, River Plate, Getafe, West Ham United, RB Leipzig"
Kevin T. Visser,1,Lyon
Santiago F. Martinez,1,Atalanta
Eden N. De Jong,4,"Atletico Madrid, Galatasaray, BRAGA, Al-Nassr"
Hugo M. Jones,4,"Nice, AS Roma, Al-Ittihad, Everton"
Louis R. Jansen,6,"Palmeiras, LAFC, Barcelona, Ajax, Arsenal, Borussia Mönchengladbach"
Lucas K. Perez,4,"Dynamo Kyiv, Juventus, Bayern Munich, São Paulo"
Ivan V. Hernandez,7,"BRAGA, Corinthians, Manchester City, Schalke 04, Besiktas, Nice, Fiorentina"
Kenji H. Schmidt,7,"Inter Miami, Lille, Lyon, Real Madrid, Liverpool, Atalanta, Olympiacos"
Stefan H. Leroy,2,"Liverpool, Chelsea"
Stefan N. Thomas,6,"Bayern Munich, Shakhtar Donetsk, LA Galaxy, Everton, Eintracht Frankfurt, Rangers"
Leonardo Schmidt,1,PSV Eindhoven
Nicolò F. Greco,7,"AS Roma, Athletic Bilbao, Napoli, Marseille, Ajax, Schalke 04, FC Porto"
Samuel P. Rodriguez,3,"Atlanta United, Borussia Mönchengladbach, Sporting CP"
Paul P. Williams,4,"Barcelona, Juventus, Borussia Mönchengladbach, Bayer Leverkusen"
Igor C. Gomez,5,"Grêmio, Eintracht Frankfurt, Atletico Madrid, Fenerbahce, West Ham United"
Liam H. Becker,2,"Real Madrid, Inter Miami"
Toby C. Martinez,3,"Chelsea, Athletic Bilbao, Atalanta"
Kevin B. Hernandez,7,"Feyenoord, Torino, AC Milan, Inter Miami, Atlanta United, Lyon, Palmeiras"
Nicolas J. Weber,3,"Ajax, Paris Saint-Germain, Torino"
Elias H. Becker,2,"Bayer Leverkusen, Feyenoord"
Tiago P. Jones,1,Bayer Leverkusen
Igor L. Davies,7,"Aston Villa, LAFC, Getafe, Brighton & Hove Albion, Real Madrid, Liverpool, Celtic"
Dominik F. Flores,5,"Galatasaray, PSV Eindhoven, Real Madrid, Atletico Madrid, Villarreal"
Lucas S. Jones,6,"Bologna, Getafe, Inter Milan, Newcastle United, Real Betis, Fluminense"
Lukas B. Ricci,1,Santos
Virgil R. Wagner,1,Inter Milan
Frenkie G. Williams,5,"Torino, Newcastle United, Corinthians, Al-Nassr, Aston Villa"
Jan B. De Jong,3,"Grêmio, Real Sociedad, Besiktas"
Elias F. Gomez,3,"Inter Milan, Monaco, AC Milan"
Cody Wilson,3,"Al-Ittihad, Flamengo, Sporting CP"
Louis V. Bertrand,1,Rennes
Samuel V. Schneider,4,"Al-Ittihad, Al-Nassr, Lyon, Liverpool"
Mateo D. Colombo,1,AS Roma
Dimitri G. Moreno,6,"Brighton & Hove Albion, Monaco, Newcastle United, Villarreal, Valencia, LAFC"
Luka T. Lopez,3,"Manchester City, Tottenham Hotspur, Flamengo"
Gavi D. David,4,"Tottenham Hotspur, Arsenal, SS Lazio, Al-Hilal"
Kevin R. Greco,6,"Grêmio, Eintracht Frankfurt, BRAGA, Manchester United, Valencia, Galatasaray"
Maximilian V. Dubois,4,"Real Sociedad, Besiktas, River Plate, Getafe"
Diogo B. Lefebvre,6,"Barcelona, RB Leipzig, Rangers, Borussia Mönchengladbach, Tottenham Hotspur, Feyenoord"
Cody Alvarez,2,"Boca Juniors, Galatasaray"
Maximilian Wilson,7,"Juventus, Marseille, Galatasaray, Fiorentina, Al-Nassr, Grêmio, Sevilla"
Hugo A. Visser,7,"Juventus, Schalke 04, Chelsea, Al-Ittihad, Monaco, FC Porto, Atalanta"
Oliver G. Meyer,1,Shakhtar Donetsk
Lorenzo L. Dubois,1,Monaco
Gianluigi B. Laurent,3,"Torino, AC Milan, Olympiacos"
Dimitri E. Jansen,7,"AS Roma, Al-Nassr, Benfica, Barcelona, Bayer Leverkusen, Nice, Manchester City"
Kevin M. Taylor,5,"Juventus, Borussia Dortmund, Real Betis, Al-Nassr, LA Galaxy"
Lorenzo S. Visser,5,"Tottenham Hotspur, Rennes, Fluminense, AS Roma, Inter Milan"
Oliver E. Jansen,5,"Marseille, Everton, Al-Ahli, Newcastle United, PSV Eindhoven"
Kofi D. Smit,4,"Atalanta, Sevilla, Besiktas, Grêmio"
Gavi S. Wagner,5,"Bayern Munich, AC Milan, Manchester City, Al-Hilal, Nice"
Xavi F. Schulz,6,"Inter Milan, Borussia Mönchengladbach, Lyon, Fluminense, Villarreal, Galatasaray"
Kwame D. Visser,2,"AC Milan, Everton"
Youssef Brown,2,"Paris Saint-Germain, Chelsea"
Paul C. Colombo,4,"Lille, Juventus, Athletic Bilbao, SS Lazio"
Tariq C. Thomas,3,"Corinthians, Valencia, Palmeiras"
Axel J. Martinez,1,Schalke 04
Federico H. Visser,3,"Rennes, Dynamo Kyiv, Rangers"
Benjamin N. Bruno,4,"Santos, Olympiacos, Barcelona, Fiorentina"
Nicolas V. Smith,1,Barcelona
Rafael K. Taylor,2,"Brighton & Hove Albion, Borussia Mönchengladbach"
Filip S. Garcia,4,"São Paulo, Aston Villa, Everton, Borussia Dortmund"
Mateo S. Silva,1,PSV Eindhoven
Benjamin P. Michel,6,"Arsenal, Manchester United, Al-Ahli, Brighton & Hove Albion, West Ham United, Sporting CP"
Giorgio N. Wilson,1,Atalanta
Sandro Nieuwenhuis,4,"Shakhtar Donetsk, Marseille, Al-Nassr, Aston Villa"
Leonardo V. Ricci,3,"Liverpool, VfL Wolfsburg, Marseille"
Gabriel Fischer,5,"Al-Ahli, Palmeiras, Lyon, Everton, Manchester City"
Kevin C. Martinez,5,"Atalanta, Everton, Corinthians, Fluminense, Aston Villa"
Bruno N. Roberts,5,"Fluminense, Galatasaray, Schalke 04, Atlanta United, Santos"
Kenji B. Bianchi,6,"Ajax, LA Galaxy, Getafe, São Paulo, River Plate, Inter Milan"
Pedri P. Simon,7,"SS Lazio, Dynamo Kyiv, Atalanta, Rennes, Marseille, Chelsea, Borussia Mönchengladbach"
Louis M. Ramirez,5,"Arsenal, Juventus, Celtic, Boca Juniors, Borussia Mönchengladbach"
Chidi V. Lefebvre,1,Manchester United
Leonardo K. Bertrand,5,"BRAGA, Rennes, SS Lazio, Manchester City, Benfica"
Liam D. Smith,4,"Shakhtar Donetsk, Bayer Leverkusen, River Plate, Barcelona"
Eden E. Roberts,2,"Real Betis, VfL Wolfsburg"
Gonçalo M. Simon,5,"Besiktas, Real Madrid, Valencia, Manchester City, Juventus"
Lukas M. Schneider,3,"Celtic, Al-Ittihad, Brighton & Hove Albion"
Federico D. Schulz,5,"Fiorentina, Feyenoord, Borussia Mönchengladbach, AC Milan, Shakhtar Donetsk"
Nicolas G. Dubois,2,"Villarreal, Boca Juniors"
Stefan E. David,5,"Atalanta, Olympiacos, Boca Juniors, Inter Miami, Arsenal"
Mateo L. Flores,4,"Rangers, Marseille, Atlanta United, Galatasaray"
Noah T. Martinez,6,"BRAGA, Feyenoord, SS Lazio, Corinthians, RB Leipzig, Eintracht Frankfurt"
Marco A. Marino,5,"Atalanta, Besiktas, Rennes, Fenerbahce, Manchester United"
Mateo A. Garcia,1,Corinthians
Lukas C. Gomez,4,"Getafe, PSV Eindhoven, Sevilla, Sporting CP"
Benjamin A. Jones,4,"Fluminense, Flamengo, PSV Eindhoven, Juventus"
Dominik J. Bertrand,5,"Lille, Atlanta United, AS Roma, Inter Miami, Corinthians"
Jan L. Weber,4,"VfL Wolfsburg, Sporting CP, Real Madrid, Everton"
Felix H. Ricci,4,"Besiktas, Inter Miami, AC Milan, West Ham United"
Hiroshi C. Silva,1,Olympiacos
Bruno T. Thomas,2,"Newcastle United, PSV Eindhoven"
Nicolas D. Van Dijk,1,Benfica
Pedri M. Bertrand,4,"Manchester United, Al-Ahli, SS Lazio, Fenerbahce"
Kenji E. Ramirez,3,"Fiorentina, Bologna, West Ham United"
Diogo E. Rodriguez,1,LA Galaxy
Oluwaseun D. Dubois,7,"Schalke 04, Atletico Madrid, Manchester City, LAFC, Rangers, Inter Milan, Borussia Dortmund"
Igor Roberts,5,"Flamengo, Manchester United, Nice, River Plate, Borussia Dortmund"
Marco S. Schneider,2,"Al-Hilal, Eintracht Frankfurt"
Benjamin N. Dubois,4,"RB Leipzig, Nice, Schalke 04, Newcastle United"
Eden P. Moreau,7,"RB Leipzig, Santos, Paris Saint-Germain, Atlanta United, Borussia Mönchengladbach, São Paulo, Barcelona"
Kenji C. Silva,7,"Barcelona, Valencia, West Ham United, Brighton & Hove Albion, Grêmio, Eintracht Frankfurt, Nice"
Oluwaseun E. Schneider,7,"Inter Miami, Paris Saint-Germain, Bayern Munich, Sevilla, Fluminense, Shakhtar Donetsk, Juventus"
Sven A. Dubois,2,"Brighton & Hove Albion, Rennes"
Samuel D. Fischer,3,"Inter Milan, AC Milan, Grêmio"
Virgil Schulz,3,"Rangers, Sevilla, Villarreal"
Virgil H. Martinez,5,"Ajax, Everton, Eintracht Frankfurt, Brighton & Hove Albion, Real Betis"
Federico R. De Bruyne,4,"Ajax, Real Betis, Chelsea, Feyenoord"
Filip Rossi,5,"Besiktas, Marseille, Real Betis, AC Milan, Bayer Leverkusen"
Gonçalo A. Thomas,4,"Al-Nassr, Aston Villa, Schalke 04, Atletico Madrid"
Jan P. Bakker,2,"RB Leipzig, Al-Ittihad"
Gonçalo V. Jansen,1,Brighton & Hove Albion
Bruno D. Smith,3,"Real Betis, RB Leipzig, Grêmio"
Dimitri T. Silva,4,"Real Madrid, Manchester United, Eintracht Frankfurt, Palmeiras"
Samuel C. Nieuwenhuis,2,"Manchester United, AS Roma"
Josko E. Martinez,4,"Sevilla, Fluminense, Fenerbahce, Sporting CP"
Lucas R. Marino,5,"Wolverhampton, Palmeiras, Real Betis, Valencia, BRAGA"
Iker E. Leroy,2,"Real Sociedad, Chelsea"
Nathan S. Lopez,7,"Dynamo Kyiv, Borussia Dortmund, Bayer Leverkusen, Newcastle United, VfL Wolfsburg, Borussia Mönchengladbach, Aston Villa"
Leonardo T. Perez,4,"Everton, Grêmio, Wolverhampton, Barcelona"
Dominik R. Weber,4,"Rennes, Boca Juniors, Nice, AC Milan"
Tiago H. Garcia,2,"Tottenham Hotspur, Aston Villa"
Miklós Roux,6,"Inter Milan, Celtic, Arsenal, Athletic Bilbao, Fenerbahce, Villarreal"
Gabriel H. Diaz,3,"Rangers, Corinthians, Boca Juniors"
João V. Meyer,6,"FC Porto, Athletic Bilbao, Atalanta, PSV Eindhoven, Aston Villa, Al-Hilal"
Kofi L. Meyer,6,"Athletic Bilbao, Flamengo, Sporting CP, Ajax, Fluminense, Newcastle United"
Alessandro D. Wilson,7,"FC Porto, Marseille, Aston Villa, Valencia, AC Milan, Tottenham Hotspur, Newcastle United"
Kwan F. Williams,1,Lille
Pedri L. Bakker,3,"River Plate, Aston Villa, Manchester City"
Gianluigi L. Visser,2,"Al-Ahli, Real Madrid"
Samuel S. Diaz,4,"Manchester City, Manchester United, AS Roma, Lille"
João M. Ramirez,1,Bayer Leverkusen
Julian B. Lopez,3,"Real Betis, RB Leipzig, Grêmio"
Kenji D. Moreno,1,Atalanta
Sven S. Sanchez,2,"Al-Nassr, Fenerbahce"
Gavi F. Marino,1,Fenerbahce
Sebastian E. Flores,6,"Nice, Bayer Leverkusen, Santos, Chelsea, Atalanta, Manchester United"
Ivan G. Wagner,1,West Ham United
Jan Greco,5,"Valencia, São Paulo, Manchester City, Real Sociedad, SS Lazio"
Gabriel R. Flores,4,"Nice, PSV Eindhoven, Atalanta, Besiktas"
Kenji D. Torres,7,"Marseille, Bologna, Real Madrid, Liverpool, Inter Miami, Corinthians, LAFC"
Julian K. Wagner,3,"Manchester City, Atalanta, Torino"
Romelu S. Nieuwenhuis,5,"Aston Villa, Atletico Madrid, Valencia, LAFC, Getafe"
Louis D. Moreau,4,"Inter Milan, São Paulo, Atalanta, LAFC"
Mason L. Ricci,4,"Fenerbahce, Nice, Brighton & Hove Albion, Bologna"
Diogo S. Bakker,5,"Al-Hilal, Besiktas, Torino, Galatasaray, Liverpool"
Kofi J. Dubois,3,"Arsenal, Santos, Shakhtar Donetsk"
Andrei V. Moreno,3,"Al-Hilal, Celtic, Flamengo"
Kofi Fischer,3,"Ajax, Tottenham Hotspur, Juventus"
Gonçalo B. Visser,6,"Fluminense, Aston Villa, Fiorentina, Real Madrid, Barcelona, River Plate"
Miklós G. Becker,3,"Borussia Mönchengladbach, Al-Nassr, Paris Saint-Germain"
Gavi D. Torres,7,"Sevilla, Palmeiras, Wolverhampton, Atletico Madrid, Lille, Juventus, Atlanta United"
Andrei B. Ricci,4,"Inter Miami, FC Porto, LAFC, Real Betis"
Amir H. Torres,7,"Atlanta United, Arsenal, Grêmio, Bologna, Boca Juniors, Marseille, Feyenoord"
Rafael M. Fischer,2,"Newcastle United, Aston Villa"
Gabriel L. Smith,6,"Villarreal, Atletico Madrid, PSV Eindhoven, LAFC, Galatasaray, Tottenham Hotspur"
Kwame H. Lefebvre,4,"FC Porto, Brighton & Hove Albion, LA Galaxy, São Paulo"
Mason Rojas,2,"Celtic, LA Galaxy"
Rafael F. Gomez,5,"Real Madrid, Olympiacos, PSV Eindhoven, Lyon, Eintracht Frankfurt"
Stefan M. Hernandez,3,"Atletico Madrid, Arsenal, Paris Saint-Germain"
Xavi E. Hoffmann,2,"PSV Eindhoven, Manchester City"
David Visser,7,"Schalke 04, RB Leipzig, Atalanta, PSV Eindhoven, Liverpool, Rennes, Valencia"
Iker De Jong,1,Sevilla
Samuel C. Michel,2,"VfL Wolfsburg, LAFC"
Lukas Meyer,2,"Nice, Fiorentina"
Jonas A. Gonzales,6,"Celtic, Besiktas, Sporting CP, Liverpool, Manchester United, Al-Ittihad"
Sven L. Bertrand,3,"Getafe, Chelsea, Bayer Leverkusen"
Diego C. Weber,5,"Marseille, Al-Ittihad, Manchester United, Inter Milan, Flamengo"
Nicolas B. Diaz,4,"Inter Miami, Galatasaray, Ajax, Rangers"
Amir M. Brown,4,"FC Porto, Feyenoord, Ajax, West Ham United"
Marco B. Hoffmann,6,"Bayern Munich, Fiorentina, Schalke 04, Nice, Real Sociedad, Bologna"
Mateo H. Bertrand,6,"Real Sociedad, Sporting CP, Feyenoord, Paris Saint-Germain, SS Lazio, Inter Miami"
Jan M. Flores,4,"Nice, FC Porto, Boca Juniors, Getafe"
Youssef V. Becker,1,Everton
Pedri C. Roberts,3,"Al-Ahli, Shakhtar Donetsk, Galatasaray"
João M. Schneider,6,"Inter Miami, Juventus, AS Roma, Nice, Real Betis, Napoli"
Federico D. Evans,6,"Flamengo, Manchester United, AC Milan, Inter Miami, Atletico Madrid, Sporting CP"
Kenji L. Santos,7,"Torino, Bayern Munich, Flamengo, RB Leipzig, Valencia, West Ham United, Rennes"
Arthur B. Wilson,2,"BRAGA, Olympiacos"
Gonçalo L. Gonzales,5,"Bayern Munich, Monaco, Eintracht Frankfurt, AC Milan, São Paulo"
Daniel F. Moreau,7,"Atletico Madrid, Borussia Dortmund, Borussia Mönchengladbach, Sporting CP, Arsenal, West Ham United, Dynamo Kyiv"
Liam C. Ramirez,6,"LAFC, Lille, Rangers, Schalke 04, West Ham United, SS Lazio"
Andrei Sanchez,6,"Olympiacos, Feyenoord, Galatasaray, Rennes, Athletic Bilbao, AC Milan"
Oliver A. Williams,4,"Al-Ahli, Atalanta, Schalke 04, Ajax"
Dries M. Gonzales,1,Paris Saint-Germain
Maximilian A. Bianchi,6,"Brighton & Hove Albion, Benfica, Feyenoord, Rennes, Real Madrid, Liverpool"
Axel V. Wagner,3,"SS Lazio, West Ham United, RB Leipzig"
Daniel H. Simon,5,"LA Galaxy, Brighton & Hove Albion, Galatasaray, Flamengo, Al-Hilal"
Miklós T. Ricci,7,"Galatasaray, Feyenoord, Bayer Leverkusen, River Plate, Bologna, West Ham United, LA Galaxy"
Andrei P. Van Dijk,1,Al-Ittihad
Oliver T. Esposito,5,"Fenerbahce, Barcelona, Corinthians, PSV Eindhoven, LAFC"
Kwame F. Rossi,2,"Napoli, Real Madrid"
Amir H. Flores,4,"Atletico Madrid, Al-Ittihad, Dynamo Kyiv, Celtic"
Dimitri L. Schmidt,7,"Inter Miami, Santos, Borussia Mönchengladbach, Juventus, Valencia, Marseille, Lille"
Mason N. Rodriguez,7,"BRAGA, RB Leipzig, VfL Wolfsburg, Manchester United, Celtic, Al-Nassr, Everton"
Cody V. Torres,5,"AS Roma, Besiktas, LAFC, West Ham United, Getafe"
Rafael V. Müller,5,"Besiktas, Corinthians, Al-Ittihad, Sporting CP, Valencia"
Lucas G. Moreno,6,"Schalke 04, LAFC, Liverpool, São Paulo, Fiorentina, Real Madrid"
João Williams,7,"Villarreal, Newcastle United, Marseille, Rennes, Getafe, Ajax, Sporting CP"
Nicolas F. Marino,2,"River Plate, Atletico Madrid"
Diego P. Dubois,6,"Al-Ittihad, LA Galaxy, Atlanta United, Palmeiras, Feyenoord, PSV Eindhoven"
Filip F. Romano,5,"Al-Ahli, Feyenoord, AC Milan, Marseille, Lyon"
Virgil B. Marino,2,"Borussia Dortmund, Bayer Leverkusen"
Samuel A. Nieuwenhuis,2,"Paris Saint-Germain, Borussia Mönchengladbach"
Kofi R. Roberts,7,"Celtic, Tottenham Hotspur, Everton, Napoli, Paris Saint-Germain, Al-Ittihad, São Paulo"
Sven M. Michel,7,"Manchester City, Al-Ahli, Ajax, Feyenoord, SS Lazio, Sevilla, LA Galaxy"
Leonardo D. Laurent,5,"Al-Hilal, Dynamo Kyiv, Atlanta United, Ajax, Real Madrid"
Mason F. Van Dijk,5,"Galatasaray, Barcelona, Monaco, FC Porto, Al-Hilal"
Alexander D. Fischer,7,"São Paulo, River Plate, Brighton & Hove Albion, Aston Villa, Manchester City, Rangers, Liverpool"
Bernardo R. Rodriguez,4,"Flamengo, Brighton & Hove Albion, Sporting CP, Manchester United"
Santiago F. Moreau,7,"Feyenoord, Lille, VfL Wolfsburg, PSV Eindhoven, Chelsea, Newcastle United, Corinthians"
Cody F. Gomez,1,RB Leipzig
Kwan K. Schneider,3,"Liverpool, Villarreal, Manchester United"
Leonardo L. Romano,5,"Napoli, Corinthians, Nice, Eintracht Frankfurt, Valencia"
Paul L. Martinez,1,Aston Villa
Lorenzo E. Alvarez,4,"Al-Nassr, Eintracht Frankfurt, Fluminense, Rennes"
Kacper H. Laurent,1,Paris Saint-Germain
Bruno D. Rojas,3,"Sporting CP, Wolverhampton, Lille"
Lorenzo N. De Bruyne,5,"São Paulo, Inter Miami, BRAGA, Lille, Manchester City"
Kacper E. Ferrari,3,"Atalanta, Chelsea, Rennes"
Ivan C. Flores,2,"Galatasaray, Fluminense"
Axel N. Vasquez,4,"Atlanta United, Galatasaray, River Plate, Real Betis"
Kenji S. Esposito,5,"Atletico Madrid, Atlanta United, Napoli, Aston Villa, Newcastle United"
Gabriel B. Wagner,1,Borussia Dortmund
Dries J. Bertrand,7,"Olympiacos, Fenerbahce, Besiktas, Galatasaray, Ajax, BRAGA, Lyon"
Diego K. Torres,6,"Chelsea, SS Lazio, Rangers, Lille, Brighton & Hove Albion, Fiorentina"
Julian C. Lefebvre,2,"Al-Ahli, Palmeiras"
Romelu S. Santos,3,"Real Madrid, LA Galaxy, Sevilla"
Hiroshi H. Ferrari,2,"Nice, Manchester United"
Lukas P. Davies,6,"Paris Saint-Germain, AC Milan, VfL Wolfsburg, Getafe, Everton, Arsenal"
Lukas S. Flores,1,Celtic
Marco F. De Jong,7,"AS Roma, Benfica, Manchester City, Olympiacos, Bayern Munich, Monaco, Atlanta United"
Federico A. Santos,2,"Atletico Madrid, Atalanta"
Carlos M. Van Dijk,5,"Shakhtar Donetsk, Al-Ahli, Liverpool, Galatasaray, Getafe"
Virgil T. Alvarez,1,Wolverhampton
Diego E. Ferrari,3,"Al-Hilal, Schalke 04, West Ham United"
Jakub D. Colombo,4,"Inter Miami, Besiktas, Atlanta United, Real Sociedad"
Ethan Greco,5,"Lyon, LA Galaxy, BRAGA, Napoli, Al-Nassr"
Jan R. Hernandez,5,"Real Sociedad, Nice, AC Milan, RB Leipzig, Atlanta United"
Mateo T. Smit,6,"Al-Hilal, AC Milan, Dynamo Kyiv, Corinthians, Tottenham Hotspur, Liverpool"
Daniel T. Colombo,1,Grêmio
Sandro N. De Bruyne,1,Torino
Kwame J. Smith,3,"Sporting CP, Liverpool, Real Madrid"
Cody D. Rojas,1,São Paulo
David D. Ramirez,6,"Benfica, BRAGA, VfL Wolfsburg, Galatasaray, Atlanta United, Lyon"
Frenkie P. Brown,2,"Bologna, Rennes"
Santiago Visser,1,Besiktas
Julian A. Santos,7,"PSV Eindhoven, Bayern Munich, Inter Miami, Newcastle United, Schalke 04, Napoli, Dynamo Kyiv"
Ethan N. Bruno,3,"Tottenham Hotspur, Atletico Madrid, Schalke 04"
Paul S. Thomas,7,"SS Lazio, FC Porto, West Ham United, Inter Miami, Al-Ittihad, Borussia Mönchengladbach, Schalke 04"
Kwan E. Wagner,1,SS Lazio
Alexander E. Bertrand,2,"Rangers, LAFC"
Kevin H. Greco,5,"Liverpool, PSV Eindhoven, Al-Hilal, SS Lazio, LA Galaxy"
Nicolò B. Schneider,6,"Tottenham Hotspur, Villarreal, SS Lazio, BRAGA, LA Galaxy, Torino"
Igor K. Hernandez,5,"Galatasaray, Atalanta, SS Lazio, Manchester City, Paris Saint-Germain"
Ethan S. Garcia,2,"RB Leipzig, Shakhtar Donetsk"
Gianluigi J. Fischer,2,"Nice, Atletico Madrid"
Alexander P. Simon,1,Inter Milan
Ethan H. Jansen,5,"Manchester City, Everton, Arsenal, Barcelona, Al-Ittihad"
Kofi V. Bakker,3,"FC Porto, LA Galaxy, LAFC"
Marco N. Van Dijk,2,"Bologna, LA Galaxy"
Adrian E. Nieuwenhuis,2,"AS Roma, Palmeiras"
Romelu B. Jones,7,"VfL Wolfsburg, Eintracht Frankfurt, Schalke 04, Bayer Leverkusen, West Ham United, Inter Milan, Atlanta United"
Leonardo E. Müller,2,"AC Milan, Bayer Leverkusen"
Toby V. Schneider,4,"Real Betis, Dynamo Kyiv, Aston Villa, BRAGA"
Carlos G. Greco,7,"Fiorentina, Ajax, Monaco, BRAGA, Sporting CP, Al-Ittihad, Napoli"
Igor T. Visser,1,Fluminense
Jan G. David,1,Nice
Nicolò G. Ramirez,3,"Atalanta, PSV Eindhoven, Fluminense"
Oluwaseun R. Ramirez,4,"Bologna, Valencia, Al-Ittihad, FC Porto"
Josko R. Esposito,5,"LAFC, Celtic, Al-Nassr, Corinthians, Rennes"
Thibaut V. Wagner,6,"Lyon, Fenerbahce, Dynamo Kyiv, Torino, Santos, Al-Hilal"
Luka S. Simon,5,"Getafe, Al-Hilal, Juventus, Benfica, Shakhtar Donetsk"
Jan P. David,2,"Arsenal, Dynamo Kyiv"
Lucas A. De Jong,7,"Villarreal, Dynamo Kyiv, Atalanta, Napoli, Atlanta United, Celtic, West Ham United"
